,lines,chars,avg_word_length
2680,"längstens bis zum Ende des zweiten Rechnungsjahres, das auf die Beendigung des Verteidigungsfalles folgt.",105,6.571428571428571
2681,Sie können nach Beendigung des Verteidigungsfalles durch Bundesgesetz mit Zustimmung des Bundesrates,100,7.416666666666667
2682,"geändert werden, um zu der Regelung gemäß den Abschnitten VIIIa und X überzuleiten.",83,5.461538461538462
2683,Art 115l ,9,4.0
2684,,0,0.0
2685, ,1,1.0
2686,,0,0.0
2687,(1) Der Bundestag kann jederzeit mit Zustimmung des Bundesrates Gesetze des Gemeinsamen Ausschusses,99,6.6923076923076925
2688,"aufheben. Der Bundesrat kann verlangen, daß der Bundestag hierüber beschließt. Sonstige zur Abwehr der",102,6.357142857142857
2689,"Gefahr getroffene Maßnahmen des Gemeinsamen Ausschusses oder der Bundesregierung sind aufzuheben,",97,7.909090909090909
2690,wenn der Bundestag und der Bundesrat es beschließen.,52,5.625
2691,(2) Der Bundestag kann mit Zustimmung des Bundesrates jederzeit durch einen vom Bundespräsidenten,97,6.538461538461538
2692,"zu verkündenden Beschluß den Verteidigungsfall für beendet erklären. Der Bundesrat kann verlangen, daß",102,6.923076923076923
2693,"der Bundestag hierüber beschließt. Der Verteidigungsfall ist unverzüglich für beendet zu erklären, wenn die",107,6.714285714285714
2694,Voraussetzungen für seine Feststellung nicht mehr gegeben sind.,63,7.0
2695,(3) Über den Friedensschluß wird durch Bundesgesetz entschieden.,64,7.125
2696,,0,0.0
2697,XI.,3,3.0
2698,Übergangs- und Schlußbestimmungen,33,10.333333333333334
2699,Art 116 ,8,3.5
2700,,0,0.0
2701, ,1,1.0
2702,,0,0.0
2703,"(1) Deutscher im Sinne dieses Grundgesetzes ist vorbehaltlich anderweitiger gesetzlicher Regelung, wer die",106,7.230769230769231
2704,deutsche Staatsangehörigkeit besitzt oder als Flüchtling oder Vertriebener deutscher Volkszugehörigkeit oder als,112,8.416666666666666
2705,,0,0.0
2706,- Seite 39 von 50 -,19,2.3333333333333335
2707,,0,0.0
2708,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2709,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2710,,0,0.0
2711,dessen Ehegatte oder Abkömmling in dem Gebiete des Deutschen Reiches nach dem Stande vom 31. Dezember,101,5.375
2712,1937 Aufnahme gefunden hat.,27,6.0
2713,"(2) Frühere deutsche Staatsangehörige, denen zwischen dem 30. Januar 1933 und dem 8. Mai 1945 die",97,5.125
2714,"Staatsangehörigkeit aus politischen, rassischen oder religiösen Gründen entzogen worden ist, und ihre",101,7.5
2715,"Abkömmlinge sind auf Antrag wieder einzubürgern. Sie gelten als nicht ausgebürgert, sofern sie nach dem 8. Mai",110,5.529411764705882
2716,1945 ihren Wohnsitz in Deutschland genommen haben und nicht einen entgegengesetzten Willen zum Ausdruck,103,6.428571428571429
2717,gebracht haben.,15,7.0
2718,Art 117 ,8,3.5
2719,,0,0.0
2720, ,1,1.0
2721,,0,0.0
2722,(1) Das dem Artikel 3 Abs. 2 entgegenstehende Recht bleibt bis zu seiner Anpassung an diese Bestimmung des,106,4.944444444444445
2723,"Grundgesetzes in Kraft, jedoch nicht länger als bis zum 31. März 1953.",70,4.916666666666667
2724,"(2) Gesetze, die das Recht der Freizügigkeit mit Rücksicht auf die gegenwärtige Raumnot einschränken, bleiben",109,6.333333333333333
2725,bis zu ihrer Aufhebung durch Bundesgesetz in Kraft.,51,5.5
2726,Fußnote,7,7.0
2727,"Art. 117 Abs. 1: Wirksam gem. BVerfGE v. 18.12.1953, 1954 I 10",62,4.25
2728,Art 118 ,8,3.5
2729,,0,0.0
2730, ,1,1.0
2731,,0,0.0
2732,"Die Neugliederung in dem die Länder Baden, Württemberg-Baden und Württemberg-Hohenzollern umfassenden",101,8.272727272727273
2733,Gebiete kann abweichend von den Vorschriften des Artikels 29 durch Vereinbarung der beteiligten Länder,102,6.357142857142857
2734,"erfolgen. Kommt eine Vereinbarung nicht zustande, so wird die Neugliederung durch Bundesgesetz geregelt, das",108,6.785714285714286
2735,eine Volksbefragung vorsehen muß.,33,7.5
2736,Art 118a ,9,4.0
2737,,0,0.0
2738, ,1,1.0
2739,,0,0.0
2740,Die Neugliederung in dem die Länder Berlin und Brandenburg umfassenden Gebiet kann abweichend von den,101,5.8
2741,Vorschriften des Artikels 29 unter Beteiligung ihrer Wahlberechtigten durch Vereinbarung beider Länder erfolgen.,112,7.6923076923076925
2742,Art 119 ,8,3.5
2743,,0,0.0
2744, ,1,1.0
2745,,0,0.0
2746,"In Angelegenheiten der Flüchtlinge und Vertriebenen, insbesondere zu ihrer Verteilung auf die Länder, kann bis",110,6.4
2747,zu einer bundesgesetzlichen Regelung die Bundesregierung mit Zustimmung des Bundesrates Verordnungen,100,8.181818181818182
2748,"mit Gesetzeskraft erlassen. Für besondere Fälle kann dabei die Bundesregierung ermächtigt werden,",97,7.166666666666667
2749,Einzelweisungen zu erteilen. Die Weisungen sind außer bei Gefahr im Verzuge an die obersten Landesbehörden,106,6.133333333333334
2750,zu richten.,11,5.0
2751,Art 120 ,8,3.5
2752,,0,0.0
2753, ,1,1.0
2754,,0,0.0
2755,(1) Der Bund trägt die Aufwendungen für Besatzungskosten und die sonstigen inneren und äußeren,94,5.785714285714286
2756,Kriegsfolgelasten nach näherer Bestimmung von Bundesgesetzen. Soweit diese Kriegsfolgelasten bis zum 1.,103,7.666666666666667
2757,"Oktober 1969 durch Bundesgesetze geregelt worden sind, tragen Bund und Länder im Verhältnis zueinander",102,6.357142857142857
2758,"die Aufwendungen nach Maßgabe dieser Bundesgesetze. Soweit Aufwendungen für Kriegsfolgelasten, die in",101,7.5
2759,"Bundesgesetzen weder geregelt worden sind noch geregelt werden, bis zum 1. Oktober 1965 von den Ländern,",104,5.5625
2760,"Gemeinden (Gemeindeverbänden) oder sonstigen Aufgabenträgern, die Aufgaben von Ländern oder Gemeinden",101,8.272727272727273
2761,"erfüllen, erbracht worden sind, ist der Bund zur Übernahme von Aufwendungen dieser Art auch nach diesem",103,5.5
2762,Zeitpunkt nicht verpflichtet. Der Bund trägt die Zuschüsse zu den Lasten der Sozialversicherung mit Einschluß,109,6.333333333333333
2763,der Arbeitslosenversicherung und der Arbeitslosenhilfe. Die durch diesen Absatz geregelte Verteilung der,104,7.75
2764,Kriegsfolgelasten auf Bund und Länder läßt die gesetzliche Regelung von Entschädigungsansprüchen für,100,7.416666666666667
2765,Kriegsfolgen unberührt.,23,11.0
2766,"(2) Die Einnahmen gehen auf den Bund zu demselben Zeitpunkte über, an dem der Bund die Ausgaben",95,4.647058823529412
2767,übernimmt.,10,10.0
2768,Art 120a ,9,4.0
2769,,0,0.0
2770, ,1,1.0
2771,,0,0.0
2772,"(1) Die Gesetze, die der Durchführung des Lastenausgleichs dienen, können mit Zustimmung des Bundesrates",104,6.5
2773,"bestimmen, daß sie auf dem Gebiete der Ausgleichsleistungen teils durch den Bund, teils im Auftrage des",103,5.5
2774,Bundes durch die Länder ausgeführt werden und daß die der Bundesregierung und den zuständigen obersten,102,5.866666666666666
2775,Bundesbehörden auf Grund des Artikels 85 insoweit zustehenden Befugnisse ganz oder teilweise dem,96,6.461538461538462
2776,- Seite 40 von 50 -,19,2.3333333333333335
2777,,0,0.0
2778,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2779,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2780,,0,0.0
2781,Bundesausgleichsamt übertragen werden. Das Bundesausgleichsamt bedarf bei Ausübung dieser Befugnisse,100,9.1
2782,"nicht der Zustimmung des Bundesrates; seine Weisungen sind, abgesehen von den Fällen der Dringlichkeit, an",106,6.133333333333334
2783,die obersten Landesbehörden (Landesausgleichsämter) zu richten.,63,9.666666666666666
2784,(2) Artikel 87 Abs. 3 Satz 2 bleibt unberührt.,46,4.222222222222222
2785,Art 121 ,8,3.5
2786,,0,0.0
2787, ,1,1.0
2788,,0,0.0
2789,Mehrheit der Mitglieder des Bundestages und der Bundesversammlung im Sinne dieses Grundgesetzes ist die,103,6.428571428571429
2790,Mehrheit ihrer gesetzlichen Mitgliederzahl.,43,10.0
2791,Art 122 ,8,3.5
2792,,0,0.0
2793, ,1,1.0
2794,,0,0.0
2795,(1) Vom Zusammentritt des Bundestages an werden die Gesetze ausschließlich von den in diesem Grundgesetze,105,6.066666666666666
2796,anerkannten gesetzgebenden Gewalten beschlossen.,48,11.25
2797,"(2) Gesetzgebende und bei der Gesetzgebung beratend mitwirkende Körperschaften, deren Zuständigkeit nach",104,7.75
2798,"Absatz 1 endet, sind mit diesem Zeitpunkt aufgelöst.",52,5.625
2799,Art 123 ,8,3.5
2800,,0,0.0
2801, ,1,1.0
2802,,0,0.0
2803,"(1) Recht aus der Zeit vor dem Zusammentritt des Bundestages gilt fort, soweit es dem Grundgesetze nicht",104,5.176470588235294
2804,widerspricht.,13,13.0
2805,"(2) Die vom Deutschen Reich abgeschlossenen Staatsverträge, die sich auf Gegenstände beziehen, für die",102,6.357142857142857
2806,"nach diesem Grundgesetze die Landesgesetzgebung zuständig ist, bleiben, wenn sie nach allgemeinen",97,7.166666666666667
2807,"Rechtsgrundsätzen gültig sind und fortgelten, unter Vorbehalt aller Rechte und Einwendungen der Beteiligten in",110,6.928571428571429
2808,"Kraft, bis neue Staatsverträge durch die nach diesem Grundgesetze zuständigen Stellen abgeschlossen werden",106,7.230769230769231
2809,oder ihre Beendigung auf Grund der in ihnen enthaltenen Bestimmungen anderweitig erfolgt.,89,6.5
2810,Art 124 ,8,3.5
2811,,0,0.0
2812, ,1,1.0
2813,,0,0.0
2814,"Recht, das Gegenstände der ausschließlichen Gesetzgebung des Bundes betrifft, wird innerhalb seines",99,7.333333333333333
2815,Geltungsbereiches Bundesrecht.,30,14.5
2816,Art 125 ,8,3.5
2817,,0,0.0
2818, ,1,1.0
2819,,0,0.0
2820,"Recht, das Gegenstände der konkurrierenden Gesetzgebung des Bundes betrifft, wird innerhalb seines",98,7.25
2821,"Geltungsbereiches Bundesrecht,",30,14.5
2822,"1.   soweit es innerhalb einer oder mehrerer Besatzungszonen einheitlich gilt,",78,6.9
2823,"2.   soweit es sich um Recht handelt, durch das nach dem 8. Mai 1945 früheres Reichsrecht abgeändert worden",107,5.0
2824,ist.,4,4.0
2825, ,1,1.0
2826,,0,0.0
2827, ,1,1.0
2828,,0,0.0
2829,Art 125a ,9,4.0
2830,,0,0.0
2831, ,1,1.0
2832,,0,0.0
2833,"(1) Recht, das als Bundesrecht erlassen worden ist, aber wegen der Änderung des Artikels 74 Abs. 1, der",103,4.777777777777778
2834,"Einfügung des Artikels 84 Abs. 1 Satz 7, des Artikels 85 Abs. 1 Satz 2 oder des Artikels 105 Abs. 2a Satz 2 oder",112,3.7083333333333335
2835,"wegen der Aufhebung der Artikel 74a, 75 oder 98 Abs. 3 Satz 2 nicht mehr als Bundesrecht erlassen werden",104,4.526315789473684
2836,"könnte, gilt als Bundesrecht fort. Es kann durch Landesrecht ersetzt werden.",76,6.0
2837,"(2) Recht, das auf Grund des Artikels 72 Abs. 2 in der bis zum 15. November 1994 geltenden Fassung erlassen",107,4.4
2838,"worden ist, aber wegen Änderung des Artikels 72 Abs. 2 nicht mehr als Bundesrecht erlassen werden könnte,",105,5.235294117647059
2839,"gilt als Bundesrecht fort. Durch Bundesgesetz kann bestimmt werden, dass es durch Landesrecht ersetzt werden",108,6.266666666666667
2840,kann.,5,5.0
2841,"(3) Recht, das als Landesrecht erlassen worden ist, aber wegen Änderung des Artikels 73 nicht mehr als",102,5.0588235294117645
2842,"Landesrecht erlassen werden könnte, gilt als Landesrecht fort. Es kann durch Bundesrecht ersetzt werden.",104,6.5
2843,Art 125b ,9,4.0
2844,,0,0.0
2845, ,1,1.0
2846,,0,0.0
2847,"(1) Recht, das auf Grund des Artikels 75 in der bis zum 1. September 2006 geltenden Fassung erlassen worden",107,4.684210526315789
2848,"ist und das auch nach diesem Zeitpunkt als Bundesrecht erlassen werden könnte, gilt als Bundesrecht fort.",105,5.625
2849,Befugnisse und Verpflichtungen der Länder zur Gesetzgebung bleiben insoweit bestehen. Auf den in Artikel,104,6.5
2850,- Seite 41 von 50 -,19,2.3333333333333335
2851,,0,0.0
2852,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2853,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2854,,0,0.0
2855,"72 Abs. 3 Satz 1 genannten Gebieten können die Länder von diesem Recht abweichende Regelungen treffen,",102,5.4375
2856,"auf den Gebieten des Artikels 72 Abs. 3 Satz 1 Nr. 2, 5 und 6 jedoch erst, wenn und soweit der Bund ab dem 1.",109,3.4
2857,"September 2006 von seiner Gesetzgebungszuständigkeit Gebrauch gemacht hat, in den Fällen der Nummern 2",102,6.357142857142857
2858,"und 5 spätestens ab dem 1. Januar 2010, im Falle der Nummer 6 spätestens ab dem 1. August 2008.",95,4.052631578947368
2859,"(2) Von bundesgesetzlichen Regelungen, die auf Grund des Artikels 84 Abs. 1 in der vor dem 1. September 2006",108,4.7368421052631575
2860,"geltenden Fassung erlassen worden sind, können die Länder abweichende Regelungen treffen, von Regelungen",104,7.076923076923077
2861,"des Verwaltungsverfahrens bis zum 31. Dezember 2008 aber nur dann, wenn ab dem 1. September 2006 in dem",103,4.777777777777778
2862,jeweiligen Bundesgesetz Regelungen des Verwaltungsverfahrens geändert worden sind.,82,9.375
2863,Art 125c ,9,4.0
2864,,0,0.0
2865, ,1,1.0
2866,,0,0.0
2867,"(1) Recht, das auf Grund des Artikels 91a Abs. 2 in Verbindung mit Abs. 1 Nr. 1 in der bis zum 1. September 2006",112,3.7083333333333335
2868,"geltenden Fassung erlassen worden ist, gilt bis zum 31. Dezember 2006 fort.",75,5.333333333333333
2869,(2) Die nach Artikel 104a Abs. 4 in der bis zum 1. September 2006 geltenden Fassung in den Bereichen der,104,4.25
2870,Gemeindeverkehrsfinanzierung und der sozialen Wohnraumförderung geschaffenen Regelungen gelten bis zum,102,9.3
2871,31. Dezember 2006 fort. Die im Bereich der Gemeindeverkehrsfinanzierung für die besonderen Programme,100,6.769230769230769
2872,nach § 6 Absatz 1 des Gemeindeverkehrsfinanzierungsgesetzes sowie die mit dem Gesetz über Finanzhilfen,102,6.357142857142857
2873,"des Bundes nach Artikel 104a Absatz 4 des Grundgesetzes an die Länder Bremen, Hamburg, MecklenburgVorpommern, Niedersachsen sowie Schleswig-Holstein für Seehäfen vom 20. Dezember 2001 nach Artikel 104a",201,6.481481481481482
2874,Absatz 4 in der bis zum 1. September 2006 geltenden Fassung geschaffenen Regelungen gelten bis zu ihrer,103,5.117647058823529
2875,Aufhebung fort. Eine Änderung des Gemeindeverkehrsfinanzierungsgesetzes durch Bundesgesetz ist ab dem,101,8.272727272727273
2876,1. Januar 2025 zulässig. Die sonstigen nach Artikel 104a Absatz 4 in der bis zum 1. September 2006 geltenden,108,4.7368421052631575
2877,"Fassung geschaffenen Regelungen gelten bis zum 31. Dezember 2019 fort, soweit nicht ein früherer Zeitpunkt",106,6.133333333333334
2878,für das Außerkrafttreten bestimmt ist oder wird.,48,6.0
2879,Art 126 ,8,3.5
2880,,0,0.0
2881, ,1,1.0
2882,,0,0.0
2883,Meinungsverschiedenheiten über das Fortgelten von Recht als Bundesrecht entscheidet das,87,7.8
2884,Bundesverfassungsgericht.,25,25.0
2885,Art 127 ,8,3.5
2886,,0,0.0
2887, ,1,1.0
2888,,0,0.0
2889,Die Bundesregierung kann mit Zustimmung der Regierungen der beteiligten Länder Recht der Verwaltung,99,6.6923076923076925
2890,"des Vereinigten Wirtschaftsgebietes, soweit es nach Artikel 124 oder 125 als Bundesrecht fortgilt, innerhalb",108,6.785714285714286
2891,"eines Jahres nach Verkündung dieses Grundgesetzes in den Ländern Baden, Groß-Berlin, Rheinland-Pfalz und",104,7.076923076923077
2892,Württemberg-Hohenzollern in Kraft setzen.,41,9.5
2893,Art 128 ,8,3.5
2894,,0,0.0
2895, ,1,1.0
2896,,0,0.0
2897,"Soweit fortgeltendes Recht Weisungsrechte im Sinne des Artikels 84 Abs. 5 vorsieht, bleiben sie bis zu einer",108,5.411764705882353
2898,anderweitigen gesetzlichen Regelung bestehen.,45,10.5
2899,Art 129 ,8,3.5
2900,,0,0.0
2901, ,1,1.0
2902,,0,0.0
2903,"(1) Soweit in Rechtsvorschriften, die als Bundesrecht fortgelten, eine Ermächtigung zum Erlasse von",99,6.6923076923076925
2904,Rechtsverordnungen oder allgemeinen Verwaltungsvorschriften sowie zur Vornahme von Verwaltungsakten,99,10.11111111111111
2905,"enthalten ist, geht sie auf die nunmehr sachlich zuständigen Stellen über. In Zweifelsfällen entscheidet die",108,6.266666666666667
2906,Bundesregierung im Einvernehmen mit dem Bundesrate; die Entscheidung ist zu veröffentlichen.,92,7.454545454545454
2907,"(2) Soweit in Rechtsvorschriften, die als Landesrecht fortgelten, eine solche Ermächtigung enthalten ist, wird sie",114,6.666666666666667
2908,von den nach Landesrecht zuständigen Stellen ausgeübt.,54,6.857142857142857
2909,(3) Soweit Rechtsvorschriften im Sinne der Absätze 1 und 2 zu ihrer Änderung oder Ergänzung oder zum Erlaß,106,4.944444444444445
2910,"von Rechtsvorschriften an Stelle von Gesetzen ermächtigen, sind diese Ermächtigungen erloschen.",95,7.7272727272727275
2911,"(4) Die Vorschriften der Absätze 1 und 2 gelten entsprechend, soweit in Rechtsvorschriften auf nicht mehr",105,5.625
2912,geltende Vorschriften oder nicht mehr bestehende Einrichtungen verwiesen ist.,77,7.666666666666667
2913,Art 130 ,8,3.5
2914,,0,0.0
2915, ,1,1.0
2916,,0,0.0
2917,"(1) Verwaltungsorgane und sonstige der öffentlichen Verwaltung oder Rechtspflege dienende Einrichtungen,",104,8.545454545454545
2918,"die nicht auf Landesrecht oder Staatsverträgen zwischen Ländern beruhen, sowie die Betriebsvereinigung der",106,7.230769230769231
2919,- Seite 42 von 50 -,19,2.3333333333333335
2920,,0,0.0
2921,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2922,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2923,,0,0.0
2924,südwestdeutschen Eisenbahnen und der Verwaltungsrat für das Post- und Fernmeldewesen für das französische,105,7.153846153846154
2925,Besatzungsgebiet unterstehen der Bundesregierung. Diese regelt mit Zustimmung des Bundesrates die,97,7.909090909090909
2926,"Überführung, Auflösung oder Abwicklung.",39,9.0
2927,(2) Oberster Disziplinarvorgesetzter der Angehörigen dieser Verwaltungen und Einrichtungen ist der zuständige,109,8.166666666666666
2928,Bundesminister.,15,15.0
2929,(3) Nicht landesunmittelbare und nicht auf Staatsverträgen zwischen den Ländern beruhende Körperschaften,104,7.75
2930,und Anstalten des öffentlichen Rechtes unterstehen der Aufsicht der zuständigen obersten Bundesbehörde.,103,7.666666666666667
2931,Art 131 ,8,3.5
2932,,0,0.0
2933, ,1,1.0
2934,,0,0.0
2935,"Die Rechtsverhältnisse von Personen einschließlich der Flüchtlinge und Vertriebenen, die am 8. Mai 1945 im",106,6.133333333333334
2936,"öffentlichen Dienste standen, aus anderen als beamten- oder tarifrechtlichen Gründen ausgeschieden sind und",107,7.3076923076923075
2937,"bisher nicht oder nicht ihrer früheren Stellung entsprechend verwendet werden, sind durch Bundesgesetz zu",105,6.571428571428571
2938,"regeln. Entsprechendes gilt für Personen einschließlich der Flüchtlinge und Vertriebenen, die am 8. Mai 1945",108,6.266666666666667
2939,versorgungsberechtigt waren und aus anderen als beamten- oder tarifrechtlichen Gründen keine oder keine,103,7.0
2940,entsprechende Versorgung mehr erhalten. Bis zum Inkrafttreten des Bundesgesetzes können vorbehaltlich,101,8.272727272727273
2941,anderweitiger landesrechtlicher Regelung Rechtsansprüche nicht geltend gemacht werden.,86,9.875
2942,Art 132 ,8,3.5
2943,,0,0.0
2944, ,1,1.0
2945,,0,0.0
2946,"(1) Beamte und Richter, die im Zeitpunkte des Inkrafttretens dieses Grundgesetzes auf Lebenszeit angestellt",107,6.714285714285714
2947,"sind, können binnen sechs Monaten nach dem ersten Zusammentritt des Bundestages in den Ruhestand oder",101,5.8
2948,"Wartestand oder in ein Amt mit niedrigerem Diensteinkommen versetzt werden, wenn ihnen die persönliche oder",107,6.2
2949,"fachliche Eignung für ihr Amt fehlt. Auf Angestellte, die in einem unkündbaren Dienstverhältnis stehen, findet",110,6.4
2950,"diese Vorschrift entsprechende Anwendung. Bei Angestellten, deren Dienstverhältnis kündbar ist, können über",107,8.0
2951,die tarifmäßige Regelung hinausgehende Kündigungsfristen innerhalb der gleichen Frist aufgehoben werden.,104,8.545454545454545
2952,"(2) Diese Bestimmung findet keine Anwendung auf Angehörige des öffentlichen Dienstes, die von den",97,6.0
2953,"Vorschriften über die ""Befreiung von Nationalsozialismus und Militarismus"" nicht betroffen oder die anerkannte",110,7.538461538461538
2954,"Verfolgte des Nationalsozialismus sind, sofern nicht ein wichtiger Grund in ihrer Person vorliegt.",98,6.615384615384615
2955,(3) Den Betroffenen steht der Rechtsweg gemäß Artikel 19 Abs. 4 offen.,70,4.916666666666667
2956,"(4) Das Nähere bestimmt eine Verordnung der Bundesregierung, die der Zustimmung des Bundesrates bedarf.",103,6.428571428571429
2957,Art 133 ,8,3.5
2958,,0,0.0
2959, ,1,1.0
2960,,0,0.0
2961,Der Bund tritt in die Rechte und Pflichten der Verwaltung des Vereinigten Wirtschaftsgebietes ein.,98,6.071428571428571
2962,Art 134 ,8,3.5
2963,,0,0.0
2964, ,1,1.0
2965,,0,0.0
2966,(1) Das Vermögen des Reiches wird grundsätzlich Bundesvermögen.,63,7.0
2967,(2) Soweit es nach seiner ursprünglichen Zweckbestimmung überwiegend für Verwaltungsaufgaben bestimmt,101,8.272727272727273
2968,"war, die nach diesem Grundgesetze nicht Verwaltungsaufgaben des Bundes sind, ist es unentgeltlich auf die",105,6.066666666666666
2969,"nunmehr zuständigen Aufgabenträger und, soweit es nach seiner gegenwärtigen, nicht nur vorübergehenden",102,7.583333333333333
2970,"Benutzung Verwaltungsaufgaben dient, die nach diesem Grundgesetze nunmehr von den Ländern zu erfüllen",101,6.846153846153846
2971,"sind, auf die Länder zu übertragen. Der Bund kann auch sonstiges Vermögen den Ländern übertragen.",97,5.533333333333333
2972,"(3) Vermögen, das dem Reich von den Ländern und Gemeinden (Gemeindeverbänden) unentgeltlich zur",95,6.384615384615385
2973,"Verfügung gestellt wurde, wird wiederum Vermögen der Länder und Gemeinden (Gemeindeverbände), soweit es",103,7.0
2974,nicht der Bund für eigene Verwaltungsaufgaben benötigt.,55,7.0
2975,"(4) Das Nähere regelt ein Bundesgesetz, das der Zustimmung des Bundesrates bedarf.",82,5.916666666666667
2976,Art 135 ,8,3.5
2977,,0,0.0
2978, ,1,1.0
2979,,0,0.0
2980,(1) Hat sich nach dem 8. Mai 1945 bis zum Inkrafttreten dieses Grundgesetzes die Landeszugehörigkeit eines,106,5.6875
2981,"Gebietes geändert, so steht in diesem Gebiete das Vermögen des Landes, dem das Gebiet angehört hat, dem",103,5.117647058823529
2982,"Lande zu, dem es jetzt angehört.",32,4.5
2983,,0,0.0
2984,- Seite 43 von 50 -,19,2.3333333333333335
2985,,0,0.0
2986,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
2987,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
2988,,0,0.0
2989,(2) Das Vermögen nicht mehr bestehender Länder und nicht mehr bestehender anderer Körperschaften und,100,6.214285714285714
2990,"Anstalten des öffentlichen Rechtes geht, soweit es nach seiner ursprünglichen Zweckbestimmung überwiegend",105,7.833333333333333
2991,"für Verwaltungsaufgaben bestimmt war, oder nach seiner gegenwärtigen, nicht nur vorübergehenden Benutzung",105,7.833333333333333
2992,"überwiegend Verwaltungsaufgaben dient, auf das Land oder die Körperschaft oder Anstalt des öffentlichen",103,7.0
2993,"Rechtes über, die nunmehr diese Aufgaben erfüllen.",50,6.285714285714286
2994,"(3) Grundvermögen nicht mehr bestehender Länder geht einschließlich des Zubehörs, soweit es nicht bereits zu",108,6.266666666666667
2995,"Vermögen im Sinne des Absatzes 1 gehört, auf das Land über, in dessen Gebiet es belegen ist.",92,4.470588235294118
2996,"(4) Sofern ein überwiegendes Interesse des Bundes oder das besondere Interesse eines Gebietes es erfordert,",107,6.2
2997,kann durch Bundesgesetz eine von den Absätzen 1 bis 3 abweichende Regelung getroffen werden.,92,5.642857142857143
2998,"(5) Im übrigen wird die Rechtsnachfolge und die Auseinandersetzung, soweit sie nicht bis zum 1. Januar 1952",107,5.352941176470588
2999,durch Vereinbarung zwischen den beteiligten Ländern oder Körperschaften oder Anstalten des öffentlichen,103,7.666666666666667
3000,"Rechtes erfolgt, durch Bundesgesetz geregelt, das der Zustimmung des Bundesrates bedarf.",88,7.090909090909091
3001,(6) Beteiligungen des ehemaligen Landes Preußen an Unternehmen des privaten Rechtes gehen auf den Bund,102,5.866666666666666
3002,"über. Das Nähere regelt ein Bundesgesetz, das auch Abweichendes bestimmen kann.",79,6.2727272727272725
3003,"(7) Soweit über Vermögen, das einem Lande oder einer Körperschaft oder Anstalt des öffentlichen Rechtes",103,5.933333333333334
3004,"nach den Absätzen 1 bis 3 zufallen würde, von dem danach Berechtigten durch ein Landesgesetz, auf Grund",103,5.117647058823529
3005,"eines Landesgesetzes oder in anderer Weise bei Inkrafttreten des Grundgesetzes verfügt worden war, gilt der",107,6.2
3006,Vermögensübergang als vor der Verfügung erfolgt.,48,7.166666666666667
3007,Art 135a ,9,4.0
3008,,0,0.0
3009, ,1,1.0
3010,,0,0.0
3011,(1) Durch die in Artikel 134 Abs. 4 und Artikel 135 Abs. 5 vorbehaltene Gesetzgebung des Bundes kann auch,105,4.578947368421052
3012,"bestimmt werden, daß nicht oder nicht in voller Höhe zu erfüllen sind",69,4.833333333333333
3013,1.   Verbindlichkeiten des Reiches sowie Verbindlichkeiten des ehemaligen Landes Preußen und sonstiger nicht,108,7.384615384615385
3014,"mehr bestehender Körperschaften und Anstalten des öffentlichen Rechts,",70,7.875
3015,"2.   Verbindlichkeiten des Bundes oder anderer Körperschaften und Anstalten des öffentlichen Rechts, welche",107,7.3076923076923075
3016,"mit dem Übergang von Vermögenswerten nach Artikel 89, 90, 134 und 135 im Zusammenhang stehen, und",97,5.125
3017,"Verbindlichkeiten dieser Rechtsträger, die auf Maßnahmen der in Nummer 1 bezeichneten Rechtsträger",98,7.25
3018,"beruhen,",8,8.0
3019, ,1,1.0
3020,,0,0.0
3021,"3.   Verbindlichkeiten der Länder und Gemeinden (Gemeindeverbände), die aus Maßnahmen entstanden",96,7.818181818181818
3022,"sind, welche diese Rechtsträger vor dem 1. August 1945 zur Durchführung von Anordnungen der",91,5.571428571428571
3023,Besatzungsmächte oder zur Beseitigung eines kriegsbedingten Notstandes im Rahmen dem Reich,90,7.2727272727272725
3024,obliegender oder vom Reich übertragener Verwaltungsaufgaben getroffen haben.,76,8.625
3025, ,1,1.0
3026,,0,0.0
3027, ,1,1.0
3028,,0,0.0
3029,(2) Absatz 1 findet entsprechende Anwendung auf Verbindlichkeiten der Deutschen Demokratischen Republik,103,7.666666666666667
3030,oder ihrer Rechtsträger sowie auf Verbindlichkeiten des Bundes oder anderer Körperschaften und Anstalten des,108,6.785714285714286
3031,"öffentlichen Rechts, die mit dem Übergang von Vermögenswerten der Deutschen Demokratischen Republik auf",103,7.0
3032,"Bund, Länder und Gemeinden im Zusammenhang stehen, und auf Verbindlichkeiten, die auf Maßnahmen der",99,6.142857142857143
